sample1,,sample2,,sample3,,sample4,,sample5,,sample6,,vzorek1,,vzorek2,,vzorek3,,specimen0,,specimen1,,specimen2,,
752.4876709,0.7345612645,310.0085754,0.9496420026,,,,,504.9926453,0.7648816705,525.0028687,0.7524383068,525.0028687,0.7458671331,,,405.0142212,0.8127729297,405.0142212,0.8120031953,,,981.0065918,0.7220144272,
751.9916382,0.7333958149,308.0081177,0.9550270438,,,,,504.005127,0.7653519511,520.0084229,0.7566735148,520.0084229,0.7607820034,,,404.0081177,0.8115718365,404.0081177,0.8106718063,,,980.7833252,0.7225766778,
751.4955444,0.7344243526,306.0072021,0.9695345163,,,,,503.0172729,0.763615489,515.008606,0.7590119243,515.008606,0.7560856342,,,403.0018311,0.8121731281,403.0018311,0.8091489077,,,980.59198,0.7209451199,
750.9993896,0.7329534888,304.0057678,0.9758141041,,,,,501.9913635,0.7630146742,510.0032959,0.7581292987,510.0032959,0.7643372416,,,401.9953308,0.8150914907,401.9953308,0.8150041699,,,980.4006958,0.7228739858,
750.5031738,0.7350739241,302.0039368,0.9824808836,,,,,501.0031738,0.7672675848,504.9926453,0.767328918,504.9926453,0.7672126293,,,400.988739,0.8176526427,400.988739,0.8123778105,,,980.2093506,0.720836997,
750.0067749,0.7341729403,300.0015259,0.9931074381,,,,,500.0147095,0.7683099508,500.0147095,0.7669546604,500.0147095,0.7661916614,,,399.9819336,0.8165107965,399.9819336,0.8149520159,,,979.9860229,0.7203007936,
749.5103149,0.7342345119,297.9987488,1.005080342,,,,,498.9881592,0.7694495916,494.9935913,0.7700413465,494.9935913,0.7681527734,,,399.0137024,0.8194419146,399.0137024,0.8152737021,,,979.7946777,0.7196236253,
749.0137939,0.7324863672,295.9954224,1.012651801,,,,,497.9993286,0.7677541375,490.0053711,0.7697867155,490.0053711,0.7686715126,,,398.0065918,0.8182625175,398.0065918,0.8157399297,,,979.6032715,0.7181363106,
748.5171509,0.7338949442,293.9916687,1.014674187,,,,,497.0103149,0.7654122114,485.0121155,0.7764911652,485.0121155,0.777187705,,,396.9993286,0.817078948,396.9993286,0.8180378675,,,979.4118042,0.7168238163,
747.9849854,0.7333874702,291.9874268,1.035946369,,,,,495.9830933,0.764106214,480.0137329,0.774597168,480.0137329,0.7743276358,,,395.9918823,0.8216278553,395.9918823,0.8216400743,,,979.1884766,0.7140247226,
747.4882202,0.7340938449,289.9827576,1.035202503,,,,,494.9935913,0.7703228593,475.0105286,0.7704817653,475.0105286,0.7750882506,,,394.9842834,0.8231939673,394.9842834,0.8210224509,,,978.9969482,0.713350296,
746.991333,0.7321528792,288.0169373,1.063872218,,,,,494.0039673,0.7715373039,470.0023193,0.7781122923,470.0023193,0.776083231,,,394.0152893,0.819360435,394.0152893,0.8193209171,,,978.8053589,0.7133026123,
746.4943237,0.7338544726,286.0113525,1.060367346,,,,,493.0141602,0.774815321,464.9892578,0.7750335932,464.9892578,0.7790667415,,,393.0074158,0.8223884106,393.0074158,0.8200623989,,,978.6140137,0.7151962519,
745.9972534,0.734634161,284.0053406,1.067406774,,,,,491.9860535,0.7685518861,460.0097046,0.7860391736,460.0097046,0.7771769166,,,391.9993286,0.827436626,391.9993286,0.8227644563,,,978.3904419,0.7183380723,
745.500061,0.7346100211,281.9988708,1.067401767,,,,,490.9958191,0.7625445127,454.9871521,0.7858732343,454.9871521,0.7900031805,,,390.9910889,0.8187714815,390.9910889,0.8162063956,,,978.1988525,0.7183235288,
745.0028687,0.7345216274,279.9919434,1.082048416,,,,,490.0053711,0.769135952,449.99823,0.793479383,449.99823,0.7898817062,,,389.9826965,0.8234156966,389.9826965,0.8216887712,,,978.0072021,0.7154903412,
744.5056152,0.7336460948,277.9845886,1.088606596,,,,,489.01474,0.7732200623,445.0048218,0.7933423519,445.0048218,0.792334199,,,389.0129395,0.8266062737,389.0129395,0.8248810768,,,977.7836914,0.7179998755,
744.0081787,0.7332343459,276.0162048,1.10242641,,,,,487.9858093,0.7705312371,440.0068054,0.7958239317,440.0068054,0.7971007228,,,388.0042419,0.8266731501,388.0042419,0.8282741904,,,977.592041,0.7221591473,
743.5106201,0.7362096906,274.0079651,1.110319138,,,,,486.994812,0.7665585279,435.0042725,0.8025174737,435.0042725,0.8023329377,,,386.9953613,0.8263318539,386.9953613,0.824424684,,,977.4003296,0.7217253447,
743.0131226,0.7323502898,271.9993286,1.114314437,,,,,486.00354,0.769264102,429.997406,0.7976828218,429.997406,0.8046492338,,,385.9863586,0.826556325,385.9863586,0.8282505274,,,977.2087402,0.7214574218,
742.5153809,0.7332927585,269.9902649,1.130952716,,,,,485.0121155,0.7757783532,424.986145,0.8029335141,424.986145,0.8043541908,,,385.0160217,0.8300414085,385.0160217,0.8304600716,,,976.9851074,0.7225449681,
742.0175781,0.7326604128,267.9807434,1.142848492,,,,,483.9822998,0.7729886174,420.0090637,0.8061404824,420.0090637,0.8018916845,,,384.0066833,0.8325468898,384.0066833,0.8298175931,,,976.793396,0.7264741659,
741.4842529,0.734003067,266.0102539,1.142986417,,,,,482.990509,0.7621196508,414.9892578,0.8090952039,414.9892578,0.8034448624,,,382.9971924,0.8277190924,382.9971924,0.8302084208,,,976.6015625,0.723535955,
740.9862671,0.7350397706,263.999939,1.168325901,,,,,481.9984741,0.7697488666,410.0037537,0.8097611666,410.0037537,0.8122860193,,,381.9875793,0.8305228949,381.9875793,0.8322975636,,,976.409729,0.7248862982,
740.4882202,0.7341325879,261.9891968,1.190556645,,,,,481.0062256,0.7688276172,405.0142212,0.8145990968,405.0142212,0.8094878197,,,381.0166321,0.833860755,381.0166321,0.832931459,,,976.1860352,0.7245762944,
739.9901123,0.7341202497,260.0174866,1.182365179,,,,,480.0137329,0.7719788551,399.9819336,0.8148143888,399.9819336,0.8174150586,,,380.0066528,0.8339319825,380.0066528,0.8346052766,,,975.9943237,0.7282091379,
739.4919434,0.7323195338,258.0059509,1.209150553,,,,,478.9829712,0.7723745704,394.9842834,0.8202502131,394.9842834,0.8230655193,,,378.9965515,0.8382055759,378.9965515,0.8387358189,,,975.8023682,0.7277372479,
738.9935913,0.7343389988,255.993988,1.228623748,,,,,477.9900818,0.7721990943,389.9826965,0.8239331841,389.9826965,0.8217259645,,,377.9863281,0.8399891853,377.9863281,0.841293335,,,975.6104736,0.7293649316,
738.4951782,0.7322180867,253.9816742,1.257064342,,,,,476.9971008,0.7714232206,385.0160217,0.8292260766,385.0160217,0.8304314017,,,377.0147705,0.8364725709,377.0147705,0.8340483308,,,975.3866577,0.7271701694,
737.9967651,0.7330628633,252.0083771,1.262839913,,,,,476.0039063,0.7709233165,380.0066528,0.8331336975,380.0066528,0.8350065351,,,376.0042114,0.8342968225,376.0042114,0.8363617063,,,975.1947632,0.7276667356,
737.4981689,0.7349622846,249.9952545,1.296192527,,,,,475.0105286,0.7738112807,374.9934998,0.8428620696,374.9934998,0.8407592773,,,374.9934998,0.8395054936,374.9934998,0.8397110105,,,975.0028076,0.7268640995,
736.9995117,0.7342402339,247.98172,1.296134233,,,,,474.0168762,0.7733323574,370.0155029,0.8464416265,370.0155029,0.8450173736,,,373.9826355,0.8415189981,373.9826355,0.8387580514,,,974.8109131,0.7308285236,
736.5007935,0.7351161838,246.007309,1.315632582,,,,,472.9848938,0.7753444314,364.9949341,0.8623601198,364.9949341,0.8554358482,,,373.0105286,0.8421267867,373.0105286,0.8397416472,,,974.5869751,0.7314631343,
736.0020142,0.7367756963,243.9930267,1.353623271,,,,,471.9908447,0.7736917734,360.009613,0.8537662029,360.009613,0.8630959988,,,371.9993896,0.8436517715,371.9993896,0.8476768732,,,974.3948975,0.732349515,
735.5031128,0.7366998792,242.0178375,1.3630687,,,,,470.9967041,0.773814857,354.981781,0.874747932,354.981781,0.874704957,,,370.9880676,0.8456553221,370.9880676,0.8428568244,,,974.2028809,0.732984364,
735.0040894,0.7347503304,240.0027771,1.397300124,,,,,470.0023193,0.7757222056,349.9894104,0.8740316033,349.9894104,0.8853734732,,,370.0155029,0.8493621349,370.0155029,0.8475772738,,,974.0108643,0.7330499887,
734.5050049,0.7353862524,237.987381,1.436418772,,,,,469.0077515,0.7753170133,344.9935913,0.8859219551,344.9935913,0.8907963634,,,369.0039063,0.8517378569,369.0039063,0.8497669697,,,973.7867432,0.7320524454,
734.0057983,0.7350434661,236.0111237,1.454362988,,,,,468.01297,0.7778688669,339.9943237,0.8965756297,339.9943237,0.8964081407,,,367.9921265,0.8534584045,367.9921265,0.8542070985,,,973.5946655,0.7366033792,
733.5065918,0.7368624806,233.9949188,1.4833951,,,,,467.0180359,0.7776370049,334.9917603,0.906821847,334.9917603,0.9085353613,,,367.019165,0.8508485556,367.019165,0.8523579836,,,973.4026489,0.7414746881,
733.0072632,0.7359131575,232.0179291,1.511288881,,,,,465.9846497,0.7793468833,329.9858704,0.9149365425,329.9858704,0.9152428508,,,366.0071106,0.8547465205,366.0071106,0.8538098335,,,973.2105103,0.7349583507,
732.5078125,0.7370746732,230.0010834,1.534566402,,,,,464.9892578,0.7788053155,325.0158691,0.927408874,325.0158691,0.9188184142,,,364.9949341,0.8567841053,364.9949341,0.8578140736,,,972.9863281,0.7356472015,
732.0083008,0.7367094755,227.9838104,1.547282577,,,,,463.9937439,0.7809609175,320.0035095,0.9363120198,320.0035095,0.9387186766,,,363.9825745,0.8581449389,363.9825745,0.856182754,,,972.7941284,0.7391126752,
731.508728,0.7371378541,226.0058136,1.546456099,,,,,462.9980469,0.7832370996,314.9879761,0.934107542,314.9879761,0.9305317998,,,363.0090027,0.8635760546,363.0090027,0.8656526208,,,972.6019287,0.7367916107,
731.0090332,0.7364295721,223.9878387,1.624746561,,,,,462.0020752,0.7839506269,310.0085754,0.9595193863,310.0085754,0.9637447,,,361.9963684,0.8589689136,361.9963684,0.8565884829,,,972.40979,0.7400771976,
730.5092773,0.7381072044,222.0091095,1.648144484,,,,,461.0059814,0.785725534,304.9869385,0.9708858728,304.9869385,0.9905163646,,,360.9835815,0.8570259213,360.9835815,0.8526400924,,,972.1854858,0.7384412289,
730.0093994,0.7379211783,219.9904785,1.678658485,,,,,460.0097046,0.7851861715,300.0015259,0.9975292087,300.0015259,1.093277335,,,360.009613,0.858063519,360.009613,0.8596639633,,,971.9931641,0.7377286553,
729.5094604,0.7383505702,218.0110626,1.714186788,,,,,459.0133057,0.7809864283,295.0132446,1.017490387,295.0132446,1.317758679,,,358.9965515,0.8667030334,358.9965515,0.8659316897,,,971.8009033,0.740778923,
729.0094604,0.7394371629,215.9917603,1.769597888,,,,,458.016571,0.7843906283,289.9827576,1.042897224,289.9827576,1.625414014,,,357.9833374,0.8636367321,357.9833374,0.8652350903,,,971.6087036,0.7412626743,
728.5093384,0.7397578359,214.0117035,1.828130245,,,,,456.9813843,0.7857858539,284.9887085,1.06659472,284.9887085,1.769115686,,,357.0089417,0.8634607196,357.0089417,0.8613162637,,,971.3842773,0.7461695671,
728.0090942,0.7407620549,211.9917145,1.896904826,,,,,455.9843445,0.7883283496,279.9919434,1.088074088,279.9919434,1.846797466,,,355.9954529,0.8638876081,355.9954529,0.865164876,,,971.1918945,0.7423714399,
727.5087891,0.7403491139,210.0110168,1.975326896,,,,,454.9871521,0.7897076011,274.9924011,1.108459234,274.9924011,1.847562313,,,354.981781,0.8699869514,354.981781,0.8690686226,,,970.9995728,0.7417725325,
727.0084229,0.7401987314,207.9903717,2.097895861,,,,,453.9897461,0.7886647582,269.9902649,1.121370077,269.9902649,1.805333257,,,354.0069885,0.8709856272,354.0069885,0.8682511449,,,970.8071899,0.7449256182,
726.5079956,0.7404993176,206.0090332,2.203074694,,,,,452.992157,0.7898762226,264.9854431,1.15283668,264.9854431,1.718675613,,,352.9930725,0.8719536662,352.9930725,0.8708383441,,,970.5826416,0.7481871247,
726.0074463,0.7410629392,203.9877319,2.327107906,,,,,451.9943237,0.788734138,260.0174866,1.173965335,260.0174866,1.63989222,,,352.0179749,0.877227962,352.0179749,0.8769524693,,,970.3901978,0.7447199821,
725.5067749,0.7404597402,202.0057831,2.435745478,,,,,450.9963989,0.7904637456,255.0076141,1.240066051,255.0076141,1.620256186,,,351.0037842,0.879306972,351.0037842,0.8779676557,,,970.1977539,0.7496864796,
725.0060425,0.7410258651,199.9838715,2.526358843,,,,,449.99823,0.7911829948,249.9952545,1.29349339,249.9952545,1.630427837,,,349.9894104,0.8785961866,349.9894104,0.8804376125,,,970.0053101,0.7480114698,
724.505249,0.7404017448,,,,,,,448.9999084,0.7943389416,244.9804535,1.342985272,244.9804535,1.76846683,,,349.0139465,0.881778717,349.0139465,0.8816821575,,,969.8128662,0.7504540682,
724.0044556,0.7397288084,,,,,,,448.0014038,0.7920864224,240.0027771,1.402850866,240.0027771,2.154774904,,,347.9992981,0.8834021091,347.9992981,0.8830673695,,,969.5881958,0.7474265695,
723.503479,0.739033401,,,,,,,447.0027161,0.7944865823,234.9832916,1.470387101,234.9832916,2.948747396,,,346.9845276,0.8837222457,346.9845276,0.8864314556,,,969.3956909,0.7494270205,
723.0023804,0.7374851704,,,,,,,446.0038757,0.7933502793,230.0010834,1.535665274,230.0010834,3.552150965,,,346.0086365,0.886870563,346.0086365,0.8846200705,,,969.203125,0.7510076165,
722.5012817,0.7387210727,,,,,,,445.0048218,0.7922327518,225.0166321,1.597817063,225.0166321,3.108226776,,,344.9935913,0.8854364753,344.9935913,0.8828573227,,,969.010498,0.7485414147,
722,0.7361680269,,,,,,,444.0055237,0.7950139046,219.9904785,1.746521831,219.9904785,3.88909626,,,344.0174561,0.8833227158,344.0174561,0.8850320578,,,968.7858276,0.7537050247,
721.4986572,0.7333503366,,,,,,,443.0061646,0.7963288426,215.0017853,1.886763215,215.0017853,3.920140743,,,343.0021057,0.8876291513,343.0021057,0.8889352083,,,968.5931396,0.7531959414,
720.9972534,0.7330955267,,,,,,,442.0065308,0.7978271842,210.0110168,2.124424458,210.0110168,3.813304424,,,341.9866333,0.8895112276,341.9866333,0.8932470679,,,968.4006348,0.752624929,
720.4957275,0.7323698401,,,,,,,441.0067749,0.7971808314,205.0182495,2.426034927,205.0182495,4.020526886,,,341.0101013,0.8940903544,341.0101013,0.8920232058,,,968.2078247,0.7559428811,
719.9942627,0.7323459983,,,,,,,440.0068054,0.7959040403,199.9838715,2.729335308,199.9838715,4.003029346,,,339.9943237,0.8941260576,339.9943237,0.8957650661,,,967.9830322,0.7617334723,
719.4925537,0.7295182943,,,,,,,439.0065918,0.7962719202,194.9872131,3.450069427,194.9872131,4.162345409,,,339.0175476,0.897752285,339.0175476,0.897295177,,,967.7902832,0.7522925735,
718.9907837,0.7301723361,,,,,,,438.0062866,0.7949746251,189.9886932,10,189.9886932,3.73164916,,,338.0015259,0.8970584869,338.0015259,0.8967744708,,,967.5975952,0.7600588799,
718.4890137,0.7292867303,,,,,,,437.0058289,0.7980053425,,,,,,,336.9853821,0.9012534618,336.9853821,0.9013246298,,,967.4049072,0.7602381706,
717.9871216,0.7271573544,,,,,,,436.0051575,0.7996630073,,,,,,,336.0081787,0.9044979811,336.0081787,0.8998094201,,,967.2120972,0.7619901896,
717.4851685,0.7246306539,,,,,,,435.0042725,0.8016473651,,,,,,,334.9917603,0.9052445889,334.9917603,0.9056744576,,,966.9871216,0.7597225904,
716.9830322,0.7242670655,,,,,,,434.0032654,0.800480485,,,,,,,334.0142822,0.9047296047,334.0142822,0.90552634,,,966.7943115,0.7664610147,
716.5167847,0.7259449363,,,,,,,433.0020447,0.7963639498,,,,,,,332.9976196,0.9016882777,332.9976196,0.9002188444,,,966.6014404,0.7643013597,
716.0144653,0.7235337496,,,,,,,432.0006714,0.7943500876,,,,,,,331.9808044,0.9065541625,331.9808044,0.9063367248,,,966.4085693,0.7677654028,
715.512146,0.7248064876,,,,,,,430.999115,0.8021594882,,,,,,,331.0029297,0.9093134403,331.0029297,0.9104879498,,,966.1834717,0.7711992264,
715.0097046,0.7239518166,,,,,,,429.997406,0.8020806313,,,,,,,329.9858704,0.913225472,329.9858704,0.9110690355,,,965.9906616,0.7631624937,
714.5072021,0.7251371145,,,,,,,428.9955139,0.8019432425,,,,,,,329.007782,0.9139841199,329.007782,0.9112264514,,,965.7977295,0.7700300813,
714.0046387,0.7239298224,,,,,,,427.9933472,0.8019271493,,,,,,,327.990387,0.9174425602,327.990387,0.9145567417,,,965.6047363,0.768707335,
713.5020142,0.7248621583,,,,,,,426.9911194,0.801723361,,,,,,,327.0120544,0.917712152,327.0120544,0.9144253731,,,965.4117432,0.7690346241,
712.9992676,0.7248896956,,,,,,,425.988739,0.8027752638,,,,,,,325.9944458,0.9169537425,325.9944458,0.9185518026,,,965.1865845,0.7690880299,
712.49646,0.7243233919,,,,,,,424.986145,0.8033223748,,,,,,,325.0158691,0.9273756146,325.0158691,0.9218515754,,,964.9935913,0.7731397152,
711.9935303,0.7247367501,,,,,,,423.9833069,0.8027317524,,,,,,,323.9979553,0.9165031314,323.9979553,0.9175363183,,,964.8005371,0.7728037834,
711.4904785,0.7244140506,,,,,,,423.0189514,0.8039178848,,,,,,,323.019104,0.9195360541,323.019104,0.9178830981,,,964.6074219,0.7766649723,
710.9873657,0.724676013,,,,,,,422.0158386,0.8039107919,,,,,,,322.0009766,0.9261194468,322.0009766,0.9202113748,,,964.3822632,0.7760084867,
710.4842529,0.7249982357,,,,,,,421.0125427,0.8056843281,,,,,,,320.9827271,0.9322302341,320.9827271,0.9273836613,,,964.1890869,0.7771531343,
710.0169067,0.7229760885,,,,,,,420.0090637,0.8048605919,,,,,,,320.0035095,0.9349083304,320.0035095,0.9331617355,,,963.9959106,0.780591011,
709.5135498,0.7252395749,,,,,,,419.0054626,0.8019457459,,,,,,,318.9849548,0.9294133186,318.9849548,0.928676784,,,963.8027344,0.7797819972,
709.0101929,0.7242905498,,,,,,,418.0016174,0.8060011864,,,,,,,318.0054932,0.9362412691,318.0054932,0.936676383,,,963.6096802,0.7803333998,
708.5066528,0.7261564136,,,,,,,416.9976807,0.8024557233,,,,,,,316.9867249,0.9396484494,316.9867249,0.9401013851,,,963.3842773,0.786745429,
708.0031128,0.7246763706,,,,,,,415.9934998,0.8084231615,,,,,,,316.0070496,0.9426968694,316.0070496,0.9461803436,,,963.190979,0.7888283134,
707.4994507,0.7264663577,,,,,,,414.9892578,0.8067214489,,,,,,,314.9879761,0.9379484057,314.9879761,0.9380792975,,,962.9977417,0.7902773619,
706.9956665,0.7246108651,,,,,,,413.9847412,0.8056632876,,,,,,,314.0080261,0.9442414045,314.0080261,0.9417104721,,,962.8044434,0.7838968039,
706.4918213,0.7258229256,,,,,,,413.0187378,0.8045595884,,,,,,,312.9887695,0.952414155,312.9887695,0.9496535659,,,962.6112061,0.7886089683,
705.9879761,0.7266867161,,,,,,,412.013916,0.8112148046,,,,,,,312.0085754,0.9503424168,312.0085754,0.9514213204,,,962.3856812,0.7910736799,
705.4839478,0.7261978984,,,,,,,411.0089722,0.8107620478,,,,,,,310.9890137,0.9529004097,310.9890137,0.9512335062,,,962.1924438,0.7953989506,
705.0158691,0.7263324261,,,,,,,410.0037537,0.8068861365,,,,,,,310.0085754,0.9582669139,310.0085754,0.9573638439,,,961.9990845,0.7935052514,
704.5117798,0.7288346291,,,,,,,408.9984741,0.8085383177,,,,,,,308.9888,0.9596149325,308.9888,0.9579887986,,,961.805603,0.7964719534,
704.0075073,0.7294575572,,,,,,,407.9930115,0.8119367957,,,,,,,308.0081177,0.9633931518,308.0081177,0.9575163126,,,961.6122437,0.797249794,
703.5031738,0.7276539207,,,,,,,406.9873657,0.8139625192,,,,,,,306.9880981,0.9731621146,306.9880981,0.9688483477,,,961.3865967,0.7965612411,
702.9987183,0.7293935418,,,,,,,405.9815369,0.8137413859,,,,,,,306.0072021,0.9820050001,306.0072021,0.97164464,,,961.1931152,0.8013982177,
702.4942017,0.730273068,,,,,,,405.0142212,0.8168520331,,,,,,,304.9869385,0.9918501377,304.9869385,0.9806790352,,,960.9997559,0.8088121414,
